player,name_key,team,position,sleeper_id,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp
Calvin Austin,calvin austin,NYG,WR,8125,,698.3,
Wan'Dale Robinson,wan dale robinson,TEN,WR,8126,119.0,120.6,105.4
Charlie Kolar,charlie kolar,LAC,TE,8127,,660.8,
Dameon Pierce,dameon pierce,PHI,RB,8129,,665.5,
Trey McBride,trey mcbride,ARI,TE,8130,24.8,26.5,21.7
Isaiah Likely,isaiah likely,NYG,TE,8131,107.1,108.0,113.2
Tyler Allgeier,tyler allgeier,ARI,RB,8132,143.3,130.9,89.4
Khalil Shakir,khalil shakir,BUF,WR,8134,145.7,152.6,120.2
Treylon Burks,treylon burks,WAS,WR,8135,,678.8,
Rachaad White,rachaad white,WAS,RB,8136,133.5,123.1,124.8
George Pickens,george pickens,DAL,WR,8137,22.0,25.6,28.6
James Cook,james cook,BUF,RB,8138,8.9,9.0,5.1
Zamir White,zamir white,NO,RB,8139,631.7,691.1,
Justyn Ross,justyn ross,,WR,8140,584.1,,
Alec Pierce,alec pierce,IND,WR,8142,97.7,94.0,93.6
Jerome Ford,jerome ford,WAS,RB,8143,,636.6,
Chris Olave,chris olave,NO,WR,8144,30.1,30.9,31.2
Jeremy Ruckert,jeremy ruckert,NYJ,TE,8145,,576.0,
Garrett Wilson,garrett wilson,NYJ,WR,8146,46.7,44.9,38.4
John Metchie,john metchie,CAR,WR,8147,,696.9,
Jameson Williams,jameson williams,DET,WR,8148,60.0,58.2,52.6
Master Teague,master teague,,RB,8149,424.3,,
Kyren Williams,kyren williams,LAR,RB,8150,28.1,24.3,12.8
Kenneth Walker,kenneth walker,KC,RB,8151,20.1,17.8,22.7
Kennedy Brooks,kennedy brooks,,RB,8152,689.8,,
Isaiah Spiller,isaiah spiller,,RB,8153,,341.0,
Brian Robinson,brian robinson,ATL,RB,8154,172.0,174.1,80.1
Breece Hall,breece hall,NYJ,RB,8155,34.1,31.8,27.1
Bailey Zappe,bailey zappe,NYJ,QB,8157,,599.8,
Desmond Ridder,desmond ridder,,QB,8159,,372.0,
Kenny Pickett,kenny pickett,CAR,QB,8160,,665.5,
Malik Willis,malik willis,MIA,QB,8161,209.5,191.3,139.9
Sam Howell,sam howell,DAL,QB,8162,,689.0,
Christian Watson,christian watson,GB,WR,8167,69.3,65.9,64.2
Skyy Moore,skyy moore,GB,WR,8168,685.4,608.2,
Kyle Philips,kyle philips,,WR,8171,673.5,,
Greg Dulcich,greg dulcich,MIA,TE,8172,229.7,242.8,
Kevin Harris,kevin harris,,RB,8174,588.5,671.5,
Danny Gray,danny gray,PHI,WR,8176,621.7,,
Grant Calcaterra,grant calcaterra,PHI,TE,8177,685.8,668.3,
Snoop Conner,snoop conner,,RB,8179,399.0,662.0,
Bilal Powell,bilal powell,,RB,818,610.3,654.8,
Jalen Nailor,jalen nailor,LV,WR,8180,183.5,167.1,197.3
Connor Heyward,connor heyward,LV,TE,8181,682.0,612.2,
Chase Allen,chase allen,,TE,8182,538.0,635.0,
Brock Purdy,brock purdy,SF,QB,8183,122.7,125.4,106.2
D'Vonte Price,d vonte price,,RB,8184,529.5,681.5,
Devon Williams,devon williams,,WR,8186,264.7,571.5,
CJ Verdell,cj verdell,,RB,8187,607.2,,
Tyquan Thornton,tyquan thornton,KC,WR,8188,,698.5,
Trestan Ebner,trestan ebner,,RB,8189,440.0,,
Abram Smith,abram smith,,RB,8190,673.5,605.0,
Slade Bolden,slade bolden,,WR,8191,419.5,,
Curtis Hodges,curtis hodges,,TE,8192,519.2,,
Jashaun Corbin,jashaun corbin,,RB,8194,,672.0,
Ronnie Rivers,ronnie rivers,LAR,RB,8195,,494.8,
Ty Fryfogle,ty fryfogle,,WR,8196,649.8,676.5,
Charleston Rambo,charleston rambo,,WR,8198,561.3,627.3,
D'Eriq King,d eriq king,,QB,8199,655.9,484.0,
Michael Woods,michael woods,DEN,WR,8202,524.3,,
Bo Melton,bo melton,GB,WR,8204,695.0,667.8,
Isiah Pacheco,isiah pacheco,DET,RB,8205,191.5,176.8,151.4
Tyler Goodson,tyler goodson,ATL,RB,8207,683.8,479.7,
Tyler Badie,tyler badie,DEN,RB,8208,,474.5,
Makai Polk,makai polk,,WR,8209,518.1,,
Chig Okonkwo,chig okonkwo,WAS,TE,8210,192.0,192.1,136.9
Tyrion Davis-Price,tyrion davis price,,RB,8211,695.8,,
Dustin Crum,dustin crum,,QB,8212,,658.0,
Dai'Jean Dixon,dai jean dixon,,WR,8213,638.6,,
Cole Turner,cole turner,MIA,TE,8214,666.3,,
Austin Allen,austin allen,,TE,8215,599.0,642.5,
Leddie Brown,leddie brown,,RB,8217,,699.5,
Max Borghi,max borghi,,RB,8218,,609.2,
Jelani Woods,jelani woods,NYJ,TE,8219,243.0,307.0,
Sincere McCormick,sincere mccormick,SF,RB,8220,,657.5,
Keaontay Ingram,keaontay ingram,,RB,8221,,690.8,
Josh Johnson,josh johnson,,WR,8222,,636.0,
Velus Jones,velus jones,SEA,WR,8223,693.3,549.0,
Cole Kelley,cole kelley,,QB,8224,,583.5,
Daniel Bellinger,daniel bellinger,TEN,TE,8225,,680.8,
Greg Bell,greg bell,,RB,8226,,599.3,
Teagan Quitoriano,teagan quitoriano,ARI,TE,8227,,611.5,
Jaylen Warren,jaylen warren,PIT,RB,8228,71.4,67.5,51.9
Isaiah Weston,isaiah weston,,WR,8229,,634.8,
Ty Chandler,ty chandler,NO,RB,8230,,647.7,
Jaquarii Roberson,jaquarii roberson,,WR,8232,667.3,485.3,
Mataeo Durant,mataeo durant,,RB,8233,,660.8,
Jaivon Heiligh,jaivon heiligh,,WR,8234,499.0,585.7,
Samori Toure,samori toure,,WR,8235,394.8,,
Jerreth Sterns,jerreth sterns,,WR,8236,691.0,,
Emeka Emezie,emeka emezie,,WR,8238,673.5,649.7,
BJ Baylor,bj baylor,,RB,8240,629.0,,
Anthony Brown,anthony brown,,QB,8241,,534.3,
Derrick Deese,derrick deese,,TE,8245,,589.7,
Bryant Koback,bryant koback,,RB,8246,667.0,,
Kalil Pimpleton,kalil pimpleton,,WR,8248,,530.3,
Tay Martin,tay martin,DET,WR,8250,534.0,,
Calvin Jackson,calvin jackson,,WR,8251,678.0,361.5,
Travell Harris,travell harris,,WR,8252,675.8,,
Deven Thompkins,deven thompkins,LV,WR,8253,698.8,,
Julius Chestnut,julius chestnut,TEN,RB,8254,,650.8,
Raheem Blackshear,raheem blackshear,,RB,8255,,653.5,
Tyrod Taylor,tyrod taylor,GB,QB,827,658.2,610.6,
Andy Dalton,andy dalton,PHI,QB,829,,657.2,
A.J. Green,a j green,,WR,830,688.3,654.0,
Jordan Mason,jordan mason,MIN,RB,8408,110.8,95.2,100.2
Tyler Snead,tyler snead,,WR,8409,478.0,,
Jequez Ezzard,jequez ezzard,,WR,8410,242.0,,
Devon Allen,devon allen,,WR,8411,622.1,629.0,
Britain Covey,britain covey,PHI,WR,8414,,355.0,
Jalen Virgil,jalen virgil,,WR,8416,618.0,,
Jared Smart,jared smart,,WR,8418,294.7,,
Stanley Berryhill,stanley berryhill,,WR,8419,340.0,671.7,
Jack Sorenson,jack sorenson,,WR,8420,671.5,,
Mike Harley,mike harley,,WR,8421,623.0,,
Brittain Brown,brittain brown,CHI,RB,8423,,366.0,
Kevin Marks,kevin marks,,RB,8424,,520.7,
Cade Brewer,cade brewer,,TE,8433,,427.8,
Neil Pau'u,neil pau u,,WR,8436,647.1,,
Thomas Hennigan,thomas hennigan,,WR,8437,635.8,,
Corey Sutton,corey sutton,,WR,8438,,674.8,
Demetris Robertson,demetris robertson,,WR,8439,656.4,578.0,
Justin Hall,justin hall,,WR,8441,676.8,,
Montrell Washington,montrell washington,,WR,8475,678.8,651.0,
Ko Kieft,ko kieft,TB,TE,8484,,641.0,
Drew Ogletree,drew ogletree,IND,TE,8489,,494.0,
John FitzPatrick,john fitzpatrick,,TE,8500,628.2,459.0,
Dareke Young,dareke young,LV,WR,8527,676.0,,
Seth Green,seth green,,TE,8539,700.6,,
Drew Estrada,drew estrada,,WR,8543,414.0,,
Trevon Clark,trevon clark,,WR,8549,654.0,,
Josh Babicz,josh babicz,,TE,8559,520.8,,
Davis Cheek,davis cheek,,QB,8560,,618.0,
John Lovett,john lovett,,RB,8568,,695.3,
Derek Wright,derek wright,,WR,8570,657.6,295.4,
Ra'Shaun Henry,ra shaun henry,,WR,8571,615.9,,
Talolo Limi-Jones,talolo limi jones,,WR,8573,,362.0,
Erik Krommenhoek,erik krommenhoek,,TE,8575,658.7,651.1,
Brandon Peters,brandon peters,,QB,8579,,642.0,
Trevon Bradford,trevon bradford,,WR,8581,644.9,,
Marcus Santos-Silva,marcus santos silva,,TE,8589,,690.0,
Blaine Gabbert,blaine gabbert,,QB,862,,664.0,
Garrett Walston,garrett walston,,TE,8621,516.3,,
Changa Hodge,changa hodge,,WR,8624,629.5,584.0,
JaVonta Payton,javonta payton,,WR,8632,653.0,,
Tyshaun James,tyshaun james,,WR,8656,593.5,,
Armani Rogers,armani rogers,,TE,8665,,691.7,
Rashid Shaheed,rashid shaheed,SEA,WR,8676,148.8,150.8,161.9
Jake Herslow,jake herslow,,WR,8690,518.0,,
Henry Litwin,henry litwin,,WR,8694,662.8,,
Kevin Shaa,kevin shaa,,WR,8697,632.2,,
Jake Tonges,jake tonges,SF,TE,8698,241.4,253.0,177.5
Cyrus Holder,cyrus holder,,WR,8699,532.0,,
Savon Scarver,savon scarver,,WR,8700,463.0,,
Kehinde Oginni,kehinde oginni,,TE,8706,680.0,,
Tayon Fleet-Davis,tayon fleet davis,,RB,8707,,632.3,
De'Montre Tuggle,de montre tuggle,,RB,8721,,679.8,
Jamal Pettigrew,jamal pettigrew,,TE,8741,678.8,,
Tyreik McAllister,tyreik mcallister,,RB,8749,,656.8,
Kaden Davis,kaden davis,CHI,WR,8755,,646.1,
Brandon Johnson,brandon johnson,PIT,WR,8756,632.8,,
Rodney Williams,rodney williams,,TE,8757,,668.5,
Josh Bist,josh bist,,TE,8769,,530.9,
Malik Williams,malik williams,,WR,8770,,654.5,
Kendric Pryor,kendric pryor,,WR,8783,,487.5,
Felix Harper,felix harper,,QB,8798,,618.9,
Malik Davis,malik davis,DAL,RB,8800,,629.7,
Aaron Shampklin,aaron shampklin,,RB,8809,,271.5,
Troy Hairston,troy hairston,,RB,8820,,503.6,
Samson Nacua,samson nacua,,WR,8824,,646.8,
Kekoa Crawford,kekoa crawford,,WR,8825,687.0,,
Cole Fotheringham,cole fotheringham,,TE,8840,,667.3,
Tanner Conner,tanner conner,,TE,8849,,681.0,
Taiwan Jones,taiwan jones,,RB,886,,658.0,
Willie Johnson,willie johnson,,WR,8881,,618.0,
Naz Bohannon,naz bohannon,,TE,8890,,685.5,
Chad Henne,chad henne,,QB,89,690.8,671.0,
Travis Koontz,travis koontz,,TE,8905,,644.2,
Brandon Lewis,brandon lewis,,WR,8908,,587.0,
Drew Plitt,drew plitt,,QB,8915,,663.0,
KaVontae Turpin,kavontae turpin,DAL,WR,8917,,693.4,
Maurice Alexander,maurice alexander,,WR,8921,,656.5,
Nathan Rourke,nathan rourke,,QB,8938,,305.5,
Evan Hull,evan hull,ARI,RB,9220,,685.5,
Jahmyr Gibbs,jahmyr gibbs,DET,RB,9221,1.2,1.5,2.7
Tiyon Evans,tiyon evans,,RB,9223,,492.3,
Chase Brown,chase brown,CIN,RB,9224,16.7,17.8,17.8
Tank Bigsby,tank bigsby,PHI,RB,9225,179.5,163.0,146.5
De'Von Achane,de von achane,MIA,RB,9226,13.1,13.9,8.0
Israel Abanikanda,israel abanikanda,DAL,RB,9227,,678.7,
Bryce Young,bryce young,CAR,QB,9228,226.3,234.6,197.9
Anthony Richardson,anthony richardson,IND,QB,9229,,657.4,
Tanner McKee,tanner mckee,PHI,QB,9230,,676.6,
Jaren Hall,jaren hall,,QB,9231,,595.0,
Randall Cobb,randall cobb,,WR,928,,645.5,
Kyle Rudolph,kyle rudolph,,TE,943,,520.0,
Julio Jones,julio jones,,WR,947,,605.9,
Darnell Washington,darnell washington,PIT,TE,9479,,674.8,
Brenton Strange,brenton strange,JAX,TE,9480,155.2,170.3,103.7
Luke Musgrave,luke musgrave,GB,TE,9481,,687.3,
Michael Mayer,michael mayer,LV,TE,9482,,695.9,
Zack Kuntz,zack kuntz,,TE,9483,,681.3,
Tucker Kraft,tucker kraft,GB,TE,9484,62.6,66.4,70.7
Dontayvion Wicks,dontayvion wicks,PHI,WR,9486,,202.8,
Parker Washington,parker washington,JAX,WR,9487,73.3,70.0,74.4
Jaxon Smith-Njigba,jaxon smith njigba,SEA,WR,9488,6.5,8.4,9.2
Justin Shorter,justin shorter,LV,WR,9489,698.5,695.5,
Tyler Scott,tyler scott,,WR,9490,,694.8,
Ty Scott,ty scott,,WR,9491,,678.2,
Trey Palmer,trey palmer,NO,WR,9492,,674.2,
Puka Nacua,puka nacua,LAR,WR,9493,4.3,6.9,8.9
Marvin Mims,marvin mims,DEN,WR,9494,219.5,700.8,192.2
Rakim Jarrett,rakim jarrett,,WR,9495,,699.3,
Sam James,sam james,,WR,9496,,682.0,
Jalin Hyatt,jalin hyatt,NYG,WR,9497,,685.9,
Jadon Haselwood,jadon haselwood,,WR,9498,,688.5,
Bryce Ford-Wheaton,bryce ford wheaton,,WR,9499,,530.9,
Josh Downs,josh downs,IND,WR,9500,113.8,112.2,111.1
DeMario Douglas,demario douglas,NE,WR,9501,,697.0,
Tank Dell,tank dell,HOU,WR,9502,188.7,194.2,186.8
Jacob Copeland,jacob copeland,,WR,9503,,684.2,
Kayshon Boutte,kayshon boutte,HOU,WR,9504,199.7,177.3,164.2
Deuce Vaughn,deuce vaughn,,RB,9505,,693.8,
Sean Tucker,sean tucker,TB,RB,9506,243.9,249.2,154.5
Titus Swen,titus swen,,RB,9507,,699.5,
Tyjae Spears,tyjae spears,TEN,RB,9508,164.3,168.6,122.1
Bijan Robinson,bijan robinson,ATL,RB,9509,2.2,2.2,1.2
Lew Nichols,lew nichols,PIT,RB,9510,,664.5,
Keaton Mitchell,keaton mitchell,LAC,RB,9511,185.8,165.7,148.2
DeWayne McBride,dewayne mcbride,,RB,9512,,697.9,
Cam Newton,cam newton,,QB,954,,674.1,
Mark Ingram,mark ingram,,RB,956,,679.3,
Aaron Rodgers,aaron rodgers,PIT,QB,96,228.8,235.5,
Luke Stocker,luke stocker,,TE,963,,699.0,
Lance Kendricks,lance kendricks,,TE,964,,695.5,
Anthony Sherman,anthony sherman,,RB,973,,655.0,
Zach Charbonnet,zach charbonnet,SEA,RB,9753,150.4,142.7,100.9
Quentin Johnston,quentin johnston,LAC,WR,9754,114.4,102.6,110.1
Jordan Addison,jordan addison,MIN,WR,9756,103.4,100.4,98.9
Kendre Miller,kendre miller,NO,RB,9757,224.8,677.9,179.6
C.J. Stroud,c j stroud,HOU,QB,9758,206.0,209.5,166.3
C.J. Johnson,c j johnson,,WR,9759,,694.3,
Zay Flowers,zay flowers,BAL,WR,9997,41.5,42.8,50.8
Hendon Hooker,hendon hooker,TEN,QB,9998,,659.7,
Will Levis,will levis,,QB,9999,,675.8,
