gamePk,gameDate,away_team,home_team,away_probable_pitcher,home_probable_pitcher,away_starter_vs_home_lineup,home_starter_vs_away_lineup,home_bullpen_workload,away_bullpen_workload,bullpen_data_present,both_starter_matchups_present,home_edge_score,sample_pitches,pitch_types_matched,h2h_book_count,h2h_median_point,h2h_median_price,spreads_book_count,spreads_median_point,spreads_median_price,totals_book_count,totals_median_point,totals_median_price,confidence,lean,decision,venue,venue_id,park_run_factor,park_factor_games,park_factor_season,temperature_f,precipitation,wind_mph,wind_gust_mph,humidity_pct,weather_hour_utc,run_environment_flag,comp_count,features_used,comp_home_win_rate,comp_avg_total_runs,comp_avg_home_margin,comp_median_distance,comp_quality_grade,comp_side,hulk_model_side,comp_alignment,comp_bucket_hist_accuracy,comp_bucket_hist_samples,decision_brain_edge_column,model_strength_0_1,comp_reliability_0_1,comp_direction_strength_0_1,comp_effective_strength_0_1,research_consensus_score,research_guardrail,_matched_market_start,market_game_time_diff_minutes,market_ml_signal_target,market_ml_signal_strength,market_ml_books_reporting,market_ml_books_moving,market_ml_consensus_among_movers_pct,market_ml_whole_market_share_pct,market_ml_avg_implied_prob_move,market_ml_market_signal,market_spread_signal_target,market_spread_signal_strength,market_spread_books_reporting,market_spread_books_moving,market_spread_consensus_among_movers_pct,market_spread_whole_market_share_pct,market_spread_avg_implied_prob_move,market_spread_market_signal,market_total_signal_target,market_total_signal_strength,market_total_books_reporting,market_total_books_moving,market_total_consensus_among_movers_pct,market_total_whole_market_share_pct,market_total_avg_implied_prob_move,market_total_market_signal,market_ml_alignment,market_spread_alignment,market_total_context,market_research_alignment,market_changes_official_decision
824068,2026-09-02T23:40:00Z,Miami Marlins,Kansas City Royals,Eury Pérez,Noah Cameron,-0.013,0.228,17.333333333333332,32.0,True,True,0.252,4790,13,9.0,,-107.0,9.0,0.0,-11.0,9.0,8.5,-110.5,HIGH,Kansas City Royals,PASS,Kauffman Stadium,7,1.0918298151591384,82,2026,97.6,0.0,8.9,15.4,28,2026-09-03T00:00:00+00:00,HITTER_FRIENDLY,,,,,,,UNKNOWN,NEUTRAL,HOME,NEUTRAL,,,home_edge_score,1.0,0.0,,,,PASS,2026-09-02 23:40:00+00:00,0.0,kansas city royals,medium,14.0,8.0,87.5,50.0,0.3849115707621293,Moneyline market moved toward kansas city royals,miami marlins,medium,13.0,9.0,77.77777777777779,53.84615384615385,10.92004525524657,Spread market moved toward miami marlins,under,medium,13.0,10.0,70.0,53.84615384615385,0.0360836767103685,Total market moved toward UNDER,MEDIUM_SUPPORT,MEDIUM_CONFLICT,medium_under,MEDIUM_MARKET_CONFLICT,False
824634,2026-09-02T23:40:00Z,Milwaukee Brewers,Chicago Cubs,Jacob Misiorowski,David Peterson,-0.081,0.048,22.444444444444443,28.33333333333333,True,True,0.126,4991,10,8.0,,-9.5,8.0,0.0,-9.0,8.0,8.5,-110.0,HIGH,Chicago Cubs,PASS,Wrigley Field,17,1.0123771840574796,85,2026,79.4,0.0,3.4,5.8,81,2026-09-03T00:00:00+00:00,NEUTRAL,,,,,,,UNKNOWN,NEUTRAL,HOME,NEUTRAL,,,home_edge_score,0.5147058823529412,0.0,,,,PASS,2026-09-02 23:40:00+00:00,0.0,chicago cubs,medium,14.0,9.0,66.66666666666666,42.85714285714285,0.0408392732974616,Moneyline market moved toward chicago cubs,milwaukee brewers,weak,13.0,5.0,60.0,23.07692307692308,0.0925339208355981,Spread market moved toward milwaukee brewers,over,weak,13.0,11.0,54.54545454545454,46.15384615384615,-0.4903357003490568,Total market moved toward OVER,MEDIUM_SUPPORT,WEAK_CONFLICT,weak_over,MEDIUM_MARKET_SUPPORT,False
824147,2026-09-03T00:10:00Z,Chicago White Sox,Houston Astros,Davis Martin,Hayden Wesneski,0.207,0.113,35.375,30.428571428571427,True,True,-0.09,3441,13,5.0,,-11.0,5.0,0.0,-12.0,5.0,7.5,-111.0,HIGH,Chicago White Sox,PASS,Daikin Park,2392,1.0440185541082403,72,2026,83.9,0.0,12.2,25.5,63,2026-09-03T00:00:00+00:00,NEUTRAL,,,,,,,UNKNOWN,NEUTRAL,AWAY,NEUTRAL,,,home_edge_score,0.3676470588235294,0.0,,,,PASS,2026-09-03 00:10:00+00:00,0.0,houston astros,medium,14.0,11.0,72.72727272727273,57.14285714285714,0.7801923467303961,Moneyline market moved toward houston astros,houston astros,medium,13.0,8.0,87.5,53.84615384615385,0.8846056794672639,Spread market moved toward houston astros,over,weak,13.0,6.0,83.33333333333334,38.46153846153847,0.5467253396108916,Total market moved toward OVER,MEDIUM_CONFLICT,MEDIUM_CONFLICT,weak_over,MEDIUM_MARKET_CONFLICT,False
823983,2026-09-03T01:38:00Z,New York Yankees,Los Angeles Angels,Cam Schlittler,Reid Detmers,0.14,0.02,31.166666666666668,24.285714285714285,True,True,-0.121,3571,13,9.0,,-13.0,9.0,0.0,-118.0,9.0,7.0,-114.0,HIGH,New York Yankees,PASS,Angel Stadium,1,0.8929959427717276,74,2026,76.2,0.0,6.0,8.5,39,2026-09-03T02:00:00+00:00,PITCHER_FRIENDLY,,,,,,,UNKNOWN,NEUTRAL,AWAY,NEUTRAL,,,home_edge_score,0.494281045751634,0.0,,,,PASS,2026-09-03 01:35:00+00:00,3.0,los angeles angels,medium,14.0,10.0,80.0,57.14285714285714,0.261781010937415,Moneyline market moved toward los angeles angels,new york yankees,weak,13.0,7.0,71.42857142857143,38.46153846153847,0.2970068398700684,Spread market moved toward new york yankees,under,weak,13.0,8.0,62.5,38.46153846153847,0.0526870536557464,Total market moved toward UNDER,MEDIUM_CONFLICT,WEAK_SUPPORT,weak_under,MEDIUM_MARKET_CONFLICT,False
823906,2026-09-03T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,,Yoshinobu Yamamoto,,0.072,32.8,27.83333333333333,True,False,0.041,3827,7,6.0,,-21.0,6.0,0.0,-114.0,6.0,13.25,-110.0,LOW,Los Angeles Dodgers,PASS,UNIQLO Field at Dodger Stadium,22,0.934941988753648,69,2026,71.6,0.0,6.1,9.2,56,2026-09-03T02:00:00+00:00,NEUTRAL,,,,,,,UNKNOWN,NEUTRAL,HOME,NEUTRAL,,,home_edge_score,0.1674836601307189,0.0,,,,PASS,2026-09-03 02:10:00+00:00,0.0,los angeles dodgers,medium,10.0,5.0,100.0,50.0,0.4870197020501954,Moneyline market moved toward los angeles dodgers,los angeles dodgers,strong,9.0,6.0,100.0,66.66666666666666,1.8375540967109028,Spread market moved toward los angeles dodgers,over,strong,9.0,6.0,100.0,66.66666666666666,1.0736155933632108,Total market moved toward OVER,MEDIUM_SUPPORT,STRONG_SUPPORT,strong_over,STRONG_MARKET_SUPPORT,False
823337,2026-09-03T16:35:00Z,San Francisco Giants,Pittsburgh Pirates,Blade Tidwell,,0.239,,31.857142857142858,25.857142857142858,True,False,-0.212,761,6,7.0,,-12.5,7.0,0.0,-10.5,7.0,8.0,-110.0,LOW,San Francisco Giants,PASS,PNC Park,31,1.2382280485200754,82,2026,71.9,0.0,4.1,7.4,88,2026-09-03T17:00:00+00:00,HITTER_FRIENDLY,25.0,11.0,0.36,9.0,-1.0,0.4303958564497251,B,AWAY,AWAY,SUPPORT,0.5645161290322581,310.0,home_edge_score,0.8660130718954249,0.6451612903225812,0.28,0.1806451612903227,0.7632078853046596,PASS_WITH_SUPPORT,2026-09-03 16:35:00+00:00,0.0,,,,,,,,,mixed,weak,2.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,2.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
824388,2026-09-03T17:10:00Z,Toronto Blue Jays,Cleveland Guardians,José Soriano,Tanner Bibee,-0.048,0.044,22.0,25.33333333333333,True,True,0.088,7090,12,9.0,,-9.0,9.0,0.0,-11.5,9.0,7.0,-112.5,HIGH,Cleveland Guardians,PASS,Progressive Field,5,0.9757394573538072,99,2026,80.5,0.0,6.7,15.2,74,2026-09-03T17:00:00+00:00,NEUTRAL,25.0,11.0,0.64,7.72,0.76,0.3169354679389193,A,HOME,HOME,SUPPORT,0.4833333333333333,360.0,home_edge_score,0.3594771241830065,0.0,0.28,0.0,0.3055555555555555,PASS,2026-09-03 17:10:00+00:00,0.0,,,,,,,,,mixed,weak,5.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
824144,2026-09-03T18:10:00Z,Chicago White Sox,Houston Astros,Luis Castillo,Hunter Brown,0.054,-0.006,35.375,30.428571428571427,True,True,-0.063,7142,10,5.0,,-11.0,5.0,0.0,-12.0,5.0,7.5,-111.0,HIGH,Chicago White Sox,PASS,Daikin Park,2392,1.0440185541082403,72,2026,83.2,0.0,3.1,3.6,85,2026-09-03T18:00:00+00:00,NEUTRAL,25.0,11.0,0.48,8.44,-0.36,0.2939435296129178,A,NEUTRAL,AWAY,NEUTRAL,0.4833333333333333,360.0,home_edge_score,0.2573529411764706,0.0,0.04,0.0,0.21875,PASS,2026-09-03 18:10:00+00:00,0.0,,,,,,,,,mixed,weak,2.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,3.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
824796,2026-09-03T23:15:00Z,Boston Red Sox,Baltimore Orioles,,,,,18.0,35.625,True,False,0.066,0,0,,,,,,,,,,LOW,Baltimore Orioles,PASS,Oriole Park at Camden Yards,2,1.0448685013707435,99,2026,82.2,0.0,5.3,9.8,71,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.56,9.92,0.64,0.3260799305069534,A,NEUTRAL,HOME,NEUTRAL,0.4833333333333333,360.0,home_edge_score,0.2696078431372549,0.0,0.1200000000000001,0.0,0.2291666666666666,PASS,2026-09-03 23:15:00+00:00,0.0,mixed,weak,14.0,0.0,0.0,0.0,0.0,moneyline: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
824632,2026-09-03T23:15:00Z,Milwaukee Brewers,Chicago Cubs,Logan Henderson,Kevin Gausman,-0.004,-0.017,22.444444444444443,28.33333333333333,True,True,0.013,5030,10,8.0,,-9.5,8.0,0.0,-9.0,8.0,8.5,-110.0,HIGH,Chicago Cubs,PASS,Wrigley Field,17,1.0123771840574796,85,2026,81.7,0.0,4.1,7.4,69,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.56,9.36,0.72,0.6700066061818181,C,NEUTRAL,HOME,NEUTRAL,0.4722222222222222,72.0,home_edge_score,0.0531045751633986,0.0,0.1200000000000001,0.0,0.0451388888888888,PASS,2026-09-03 23:15:00+00:00,0.0,,,,,,,,,,,,,,,,,mixed,weak,7.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
824069,2026-09-03T23:40:00Z,Miami Marlins,Kansas City Royals,Sandy Alcantara,Michael Wacha,-0.076,0.272,17.333333333333332,32.0,True,True,0.338,6795,13,9.0,,-107.0,9.0,0.0,-11.0,9.0,8.5,-110.5,HIGH,Kansas City Royals,WATCH,Kauffman Stadium,7,1.0918298151591384,82,2026,99.7,0.0,10.3,15.2,25,2026-09-03T23:00:00+00:00,HITTER_FRIENDLY,25.0,11.0,0.64,8.44,0.52,0.2898548635027445,A,HOME,HOME,SUPPORT,0.4833333333333333,360.0,home_edge_score,1.0,0.0,0.28,0.0,0.85,WATCH,2026-09-03 23:40:00+00:00,0.0,,,,,,,,,mixed,weak,5.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
822853,2026-09-04T00:05:00Z,Tampa Bay Rays,Texas Rangers,,,,,28.33333333333333,28.125,True,False,-0.001,0,0,,,,,,,,,,LOW,Tampa Bay Rays,PASS,Globe Life Field,5325,0.8877883927991161,69,2026,86.3,0.0,14.7,21.5,67,2026-09-03T23:00:00+00:00,PITCHER_FRIENDLY,25.0,11.0,0.32,9.16,-1.64,0.3503358437579221,B,AWAY,AWAY,SUPPORT,0.5645161290322581,310.0,home_edge_score,0.0040849673202614,0.6451612903225812,0.36,0.2322580645161292,0.0383109318996416,PASS_WITH_SUPPORT,2026-09-04 00:05:00+00:00,0.0,mixed,weak,14.0,0.0,0.0,0.0,0.0,moneyline: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
823095,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,,,,,24.33333333333333,39.142857142857146,True,False,0.047,0,0,,,,,,,,,,LOW,Seattle Mariners,PASS,T-Mobile Park,680,0.8579467661504064,68,2026,64.1,0.0,6.5,12.3,59,2026-09-03T23:00:00+00:00,PITCHER_FRIENDLY,25.0,11.0,0.44,8.2,-1.24,0.441954141221357,B,NEUTRAL,HOME,NEUTRAL,0.5645161290322581,310.0,home_edge_score,0.1919934640522876,0.6451612903225812,0.12,0.0774193548387097,0.1631944444444444,PASS,2026-09-04 01:40:00+00:00,0.0,mixed,weak,14.0,0.0,0.0,0.0,0.0,moneyline: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,13.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
823907,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,Quinn Mathews,Tarik Skubal,0.14,0.021,32.8,27.83333333333333,True,True,-0.112,4153,11,6.0,,-21.0,6.0,0.0,-114.0,6.0,13.25,-110.0,HIGH,St. Louis Cardinals,PASS,UNIQLO Field at Dodger Stadium,22,0.934941988753648,69,2026,77.1,0.0,9.7,11.6,54,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.6,9.08,1.16,0.3946045413198231,B,HOME,AWAY,CONFLICT,0.5645161290322581,310.0,home_edge_score,0.4575163398692811,0.6451612903225812,0.1999999999999999,0.1290322580645162,0.3695340501792115,PASS,2026-09-04 02:10:00+00:00,0.0,mixed,weak,4.0,0.0,0.0,0.0,0.0,moneyline: mixed/no clear market direction,mixed,weak,6.0,0.0,0.0,0.0,0.0,spread: mixed/no clear market direction,mixed,weak,11.0,0.0,0.0,0.0,0.0,total: mixed/no clear market direction,NO_SIGNAL,NO_SIGNAL,weak_mixed,NO_CLEAR_MARKET_SIGNAL,False
