pitcher,pitch_type,player_name,pitches,weighted_pitches,avg_velocity,avg_spin,avg_pfx_x,avg_pfx_z,xwoba_allowed,swings,whiffs,balls_in_play,hard_hits,latest_year,usage_pct,whiff_per_swing,hard_hit_per_bip
506433,FS,"Darvish, Yu",121,66.54999999999998,86.33966942148764,1134.6694214876036,-0.4876033057851241,0.10785123966942153,0.23594514236111114,35.199999999999996,9.350000000000001,12.1,3.3000000000000003,2025,0.10245554614733277,0.26562500000000006,0.27272727272727276
506433,KC,"Darvish, Yu",15,8.25,78.62,2551.466666666667,0.8426666666666669,-0.9586666666666668,0.31712425,3.3,0.0,1.6500000000000001,1.1,2025,0.012701100762066049,0.0,0.6666666666666666
506433,PO,"Darvish, Yu",1,0.55,93.5,2365.0,-1.22,1.06,,0.0,0.0,0.0,0.0,2025,0.0008467400508044033,,
506433,SI,"Darvish, Yu",236,129.79999999999995,93.38728813559327,2273.2796610169494,-1.346016949152543,0.5516101694915256,0.2770014238539239,57.75,8.25,24.200000000000003,8.8,2025,0.1998306519898391,0.14285714285714285,0.36363636363636365
506433,SL,"Darvish, Yu",163,89.64999999999998,85.85460122699388,2748.282208588958,0.4601226993865032,0.13662576687116568,0.32360510741687976,48.4,8.25,20.900000000000002,7.7,2025,0.1380186282811177,0.17045454545454547,0.3684210526315789
506433,ST,"Darvish, Yu",117,64.34999999999998,82.80598290598296,2744.9145299145307,1.1535897435897438,0.23675213675213685,0.392653345006588,29.700000000000003,9.9,12.100000000000001,6.050000000000001,2025,0.09906858594411515,0.3333333333333333,0.5
506433,UN,"Darvish, Yu",1,0.55,71.3,2299.0,1.09,0.39,,0.0,0.0,0.0,0.0,2025,0.0008467400508044033,,
506433,,"Darvish, Yu",2,1.1,,,,,,0.0,0.0,0.0,0.0,2025,0.0016934801016088067,,
516853,CU,"Rodríguez, Wilking",9,4.95,81.85555555555555,2493.8888888888887,0.5233333333333334,-1.3366666666666667,,1.6500000000000001,0.55,0.0,0.0,2025,0.18,0.3333333333333333,
516853,FC,"Rodríguez, Wilking",6,3.3,95.75000000000001,2406.5,0.20833333333333334,1.0766666666666667,,1.6500000000000001,0.0,1.1,1.1,2025,0.11999999999999998,0.0,1.0
516853,FF,"Rodríguez, Wilking",13,7.1499999999999995,97.53846153846155,2395.0769230769233,-0.10153846153846158,1.3000000000000003,,2.75,0.0,1.6500000000000001,0.55,2025,0.25999999999999995,0.0,0.3333333333333333
516853,,"Rodríguez, Wilking",22,12.100000000000005,,,,,,4.95,1.6500000000000001,1.6500000000000001,0.0,2025,0.4400000000000001,0.33333333333333337,0.0
518397,CH,"Alexander, Scott",50,27.5,83.248,1474.78,0.7114000000000001,0.25520000000000004,0.35283333333333344,10.450000000000001,4.4,3.3,1.6500000000000001,2025,0.13698630136986306,0.42105263157894735,0.5000000000000001
