gamePk,gameDate,away_team,home_team,away_probable_pitcher,home_probable_pitcher,away_starter_vs_home_lineup,home_starter_vs_away_lineup,home_bullpen_workload,away_bullpen_workload,bullpen_data_present,both_starter_matchups_present,home_edge_score,sample_pitches,pitch_types_matched,h2h_book_count,h2h_median_point,h2h_median_price,spreads_book_count,spreads_median_point,spreads_median_price,totals_book_count,totals_median_point,totals_median_price,confidence,lean,decision,venue,venue_id,park_run_factor,park_factor_games,park_factor_season,temperature_f,precipitation,wind_mph,wind_gust_mph,humidity_pct,weather_hour_utc,run_environment_flag,comp_count,features_used,comp_home_win_rate,comp_avg_total_runs,comp_avg_home_margin,comp_median_distance,comp_quality_grade,comp_side,hulk_model_side,comp_alignment,comp_bucket_hist_accuracy,comp_bucket_hist_samples,decision_brain_edge_column,model_strength_0_1,comp_reliability_0_1,comp_direction_strength_0_1,comp_effective_strength_0_1,research_consensus_score,research_guardrail,market_rows,books,matched_provider_events,max_time_delta_hours,comparable_market_groups,market_groups_with_2plus_books,current_point_std,current_price_std,avg_abs_point_move,avg_abs_price_move,comparable_market_disagreement,market_data_status,market_disagreement_flag,market_move_strength_0_1,high_conviction_research,high_conviction_reason
823983,2026-09-03T01:38:00Z,New York Yankees,Los Angeles Angels,Cam Schlittler,Reid Detmers,0.14,0.02,31.166666666666668,24.285714285714285,True,True,-0.121,3571,13,9.0,,-13.0,9.0,0.0,-118.0,9.0,7.0,-114.0,HIGH,New York Yankees,PASS,Angel Stadium,1,0.8929959427717276,74,2026,76.2,0.0,6.0,8.5,39,2026-09-03T02:00:00+00:00,PITCHER_FRIENDLY,,,,,,,UNKNOWN,NEUTRAL,AWAY,NEUTRAL,,,home_edge_score,0.494281045751634,0.0,,,,PASS,3035,14,2,0.016666666666666666,17,17,2.76993595277157,1043.5462828760628,0.03256193558155642,26.16880077416884,True,KNOWN,True,0.02170795705437095,False,
823906,2026-09-03T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,,Yoshinobu Yamamoto,,0.072,32.8,27.83333333333333,True,False,0.041,3827,7,6.0,,-21.0,6.0,0.0,-114.0,6.0,13.25,-110.0,LOW,Los Angeles Dodgers,PASS,UNIQLO Field at Dodger Stadium,22,0.934941988753648,69,2026,71.6,0.0,6.1,9.2,56,2026-09-03T02:00:00+00:00,NEUTRAL,,,,,,,UNKNOWN,NEUTRAL,HOME,NEUTRAL,,,home_edge_score,0.1674836601307189,0.0,,,,PASS,6564,10,2,0.016666666666666666,17,17,3.2914029430219167,7968.486390074169,0.02573749681389696,8.802618742561124,True,KNOWN,True,0.01715833120926464,False,
823337,2026-09-03T16:35:00Z,San Francisco Giants,Pittsburgh Pirates,Blade Tidwell,,0.239,,31.857142857142858,25.857142857142858,True,False,-0.212,761,6,7.0,,-12.5,7.0,0.0,-10.5,7.0,8.0,-110.0,LOW,San Francisco Giants,PASS,PNC Park,31,1.2382280485200754,82,2026,71.9,0.0,4.1,7.4,88,2026-09-03T17:00:00+00:00,HITTER_FRIENDLY,25.0,11.0,0.36,9.0,-1.0,0.4303958564497251,B,AWAY,AWAY,SUPPORT,0.5645161290322581,310.0,home_edge_score,0.8660130718954249,0.6451612903225812,0.28,0.1806451612903227,0.7632078853046596,PASS_WITH_SUPPORT,712,14,2,0.0,17,17,3.780877979390276,2407.385651620914,0.0,0.0,True,KNOWN,True,0.0,False,
824388,2026-09-03T17:10:00Z,Toronto Blue Jays,Cleveland Guardians,José Soriano,Tanner Bibee,-0.048,0.044,22.0,25.33333333333333,True,True,0.088,7090,12,9.0,,-9.0,9.0,0.0,-11.5,9.0,7.0,-112.5,HIGH,Cleveland Guardians,PASS,Progressive Field,5,0.9757394573538072,99,2026,80.5,0.0,6.7,15.2,74,2026-09-03T17:00:00+00:00,NEUTRAL,25.0,11.0,0.64,7.72,0.76,0.3169354679389193,A,HOME,HOME,SUPPORT,0.4833333333333333,360.0,home_edge_score,0.3594771241830065,0.0,0.28,0.0,0.3055555555555555,PASS,986,14,2,0.0,17,17,3.5563563252497623,1089.2637770276585,0.0,0.0,True,KNOWN,True,0.0,False,
824144,2026-09-03T18:10:00Z,Chicago White Sox,Houston Astros,Luis Castillo,Hunter Brown,0.054,-0.006,35.375,30.428571428571427,True,True,-0.063,7142,10,5.0,,-11.0,5.0,0.0,-12.0,5.0,7.5,-111.0,HIGH,Chicago White Sox,PASS,Daikin Park,2392,1.0440185541082403,72,2026,83.2,0.0,3.1,3.6,85,2026-09-03T18:00:00+00:00,NEUTRAL,25.0,11.0,0.48,8.44,-0.36,0.2939435296129178,A,NEUTRAL,AWAY,NEUTRAL,0.4833333333333333,360.0,home_edge_score,0.2573529411764706,0.0,0.04,0.0,0.21875,PASS,1647,14,2,0.0,17,17,3.096337153421912,1329.8723995232485,0.0,0.0,True,KNOWN,True,0.0,False,
824796,2026-09-03T23:15:00Z,Boston Red Sox,Baltimore Orioles,,,,,18.0,35.625,True,False,0.066,0,0,,,,,,,,,,LOW,Baltimore Orioles,PASS,Oriole Park at Camden Yards,2,1.0448685013707435,99,2026,82.2,0.0,5.3,9.8,71,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.56,9.92,0.64,0.3260799305069534,A,NEUTRAL,HOME,NEUTRAL,0.4833333333333333,360.0,home_edge_score,0.2696078431372549,0.0,0.1200000000000001,0.0,0.2291666666666666,PASS,1536,14,2,0.0,17,17,3.332863095323052,3740.8654202547978,0.0,0.0,True,KNOWN,True,0.0,False,
824632,2026-09-03T23:15:00Z,Milwaukee Brewers,Chicago Cubs,Logan Henderson,Kevin Gausman,-0.004,-0.017,22.444444444444443,28.33333333333333,True,True,0.013,5030,10,8.0,,-9.5,8.0,0.0,-9.0,8.0,8.5,-110.0,HIGH,Chicago Cubs,PASS,Wrigley Field,17,1.0123771840574796,85,2026,81.7,0.0,4.1,7.4,69,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.56,9.36,0.72,0.6700066061818181,C,NEUTRAL,HOME,NEUTRAL,0.4722222222222222,72.0,home_edge_score,0.0531045751633986,0.0,0.1200000000000001,0.0,0.0451388888888888,PASS,1268,14,2,0.0,17,17,3.5591096244563243,1449.9101567817715,0.0,0.0,True,KNOWN,True,0.0,False,
824069,2026-09-03T23:40:00Z,Miami Marlins,Kansas City Royals,Sandy Alcantara,Michael Wacha,-0.076,0.272,17.333333333333332,32.0,True,True,0.338,6795,13,9.0,,-107.0,9.0,0.0,-11.0,9.0,8.5,-110.5,HIGH,Kansas City Royals,WATCH,Kauffman Stadium,7,1.0918298151591384,82,2026,99.7,0.0,10.3,15.2,25,2026-09-03T23:00:00+00:00,HITTER_FRIENDLY,25.0,11.0,0.64,8.44,0.52,0.2898548635027445,A,HOME,HOME,SUPPORT,0.4833333333333333,360.0,home_edge_score,1.0,0.0,0.28,0.0,0.85,WATCH,1163,14,2,0.0,17,17,3.7931450572602854,646.6502432566338,0.0,0.0,True,KNOWN,True,0.0,False,
822853,2026-09-04T00:05:00Z,Tampa Bay Rays,Texas Rangers,,,,,28.33333333333333,28.125,True,False,-0.001,0,0,,,,,,,,,,LOW,Tampa Bay Rays,PASS,Globe Life Field,5325,0.8877883927991161,69,2026,86.3,0.0,14.7,21.5,67,2026-09-03T23:00:00+00:00,PITCHER_FRIENDLY,25.0,11.0,0.32,9.16,-1.64,0.3503358437579221,B,AWAY,AWAY,SUPPORT,0.5645161290322581,310.0,home_edge_score,0.0040849673202614,0.6451612903225812,0.36,0.2322580645161292,0.0383109318996416,PASS_WITH_SUPPORT,1062,14,2,0.0,17,17,3.5608429391534457,1001.6348976889392,0.0,0.0,True,KNOWN,True,0.0,False,
823095,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,,,,,24.33333333333333,39.142857142857146,True,False,0.047,0,0,,,,,,,,,,LOW,Seattle Mariners,PASS,T-Mobile Park,680,0.8579467661504064,68,2026,64.1,0.0,6.5,12.3,59,2026-09-03T23:00:00+00:00,PITCHER_FRIENDLY,25.0,11.0,0.44,8.2,-1.24,0.441954141221357,B,NEUTRAL,HOME,NEUTRAL,0.5645161290322581,310.0,home_edge_score,0.1919934640522876,0.6451612903225812,0.12,0.0774193548387097,0.1631944444444444,PASS,1464,14,2,0.0,17,17,2.971248036107602,1593.140471416805,0.0,0.0,True,KNOWN,True,0.0,False,
823907,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,Quinn Mathews,Tarik Skubal,0.14,0.021,32.8,27.83333333333333,True,True,-0.112,4153,11,6.0,,-21.0,6.0,0.0,-114.0,6.0,13.25,-110.0,HIGH,St. Louis Cardinals,PASS,UNIQLO Field at Dodger Stadium,22,0.934941988753648,69,2026,77.1,0.0,9.7,11.6,54,2026-09-03T23:00:00+00:00,NEUTRAL,25.0,11.0,0.6,9.08,1.16,0.3946045413198231,B,HOME,AWAY,CONFLICT,0.5645161290322581,310.0,home_edge_score,0.4575163398692811,0.6451612903225812,0.1999999999999999,0.1290322580645162,0.3695340501792115,PASS,1614,14,2,0.0,17,17,2.4212016374027945,1744.9719979989318,0.0,0.0,True,KNOWN,True,0.0,False,
