overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
320,112,5,Xavier Smith,WR,LA,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqvwpitewijx8bjrcofe","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqvwpitewijx8bjrcofe",10.264478146673708,11.085636398407605,,,0.0,0.0,0.0,0.0,6.0,4.0,67.0,0.0,23.668544579522376,xavier smith,WR,LA,320,exact_name_pos,Xavier Smith,551.0,588.8,,unmatched,,,,unmatched,,,unmatched,,,,1,551.0,551.0,551.0,551.0,0.0,231.0,,Sleeper,231.0
321,73,5,British Brooks,RB,HOU,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jethzcwj6oeitvdprnk8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jethzcwj6oeitvdprnk8",9.9,10.692000000000002,,,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,british brooks,RB,HOU,321,exact_name_pos,British Brooks,390.3,668.9,,unmatched,,,,unmatched,,,unmatched,,,,1,390.3,390.3,390.3,390.3,0.0,69.30000000000001,,Sleeper,69.30000000000001
322,74,5,Ollie Gordon II,RB,MIA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr",9.657142857142857,10.429714285714288,,,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,ollie gordon,RB,MIA,322,exact_name_pos,Ollie Gordon,,665.9,,exact_name_pos,Ollie Gordon II,170.68,312.0,unmatched,,,unmatched,,,,1,170.68,170.68,170.68,170.68,0.0,-151.32,-10.0,ESPN,-151.32
323,75,5,Raheim Sanders,RB,CLE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bopoof9uczgpvpggeahp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bopoof9uczgpvpggeahp",9.6,10.368,,,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,raheim sanders,RB,CLE,323,exact_name_pos,Raheim Sanders,,690.0,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
324,76,5,DJ Giddens,RB,IND,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y2vrgvb9kbvfpmyb3yzu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y2vrgvb9kbvfpmyb3yzu",9.585714285714284,10.352571428571428,,,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,dj giddens,RB,IND,324,exact_name_pos,DJ Giddens,,694.0,,exact_name_pos,DJ Giddens,170.13,403.0,unmatched,,,unmatched,,,,1,170.13,170.13,170.13,170.13,0.0,-153.87,79.0,ESPN,-153.87
325,67,5,Tanner McKee,QB,PHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg",11.338888888888889,9.978222222222222,,,241.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tanner mckee,QB,PHI,325,exact_name_pos,Tanner McKee,,676.6,,exact_name_pos,Tanner McKee,169.98,486.0,unmatched,,,unmatched,,,,1,169.98,169.98,169.98,169.98,0.0,-155.02,161.0,ESPN,-155.02
326,83,5,Kaleb Johnson,RB,GB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpzc4oobxi8nr5dyonob","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpzc4oobxi8nr5dyonob",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kaleb johnson,RB,GB,326,exact_name_pos,Kaleb Johnson,215.5,638.1,172.7,exact_name_pos,Kaleb Johnson,169.95,378.0,unmatched,,,unmatched,,,,2,192.725,192.725,169.95,215.5,45.55000000000001,-133.275,52.0,Sleeper,-110.5
327,82,5,Sione Vaki,RB,DET,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abqcluf2gbejhiyjjtoz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abqcluf2gbejhiyjjtoz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sione vaki,RB,DET,327,exact_name_pos,Sione Vaki,,527.3,,exact_name_pos,Sione Vaki,170.03,404.0,unmatched,,,unmatched,,,,1,170.03,170.03,170.03,170.03,0.0,-156.97,77.0,ESPN,-156.97
328,77,5,Rasheen Ali,RB,BAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rasheen ali,RB,BAL,328,exact_name_pos,Rasheen Ali,,682.0,,exact_name_pos,Rasheen Ali,170.09,399.0,unmatched,,,unmatched,,,,1,170.09,170.09,170.09,170.09,0.0,-157.91,71.0,ESPN,-157.91
329,92,5,Eli Heidenreich,RB,PIT,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhiyjb8jmjyzehmrrjoy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhiyjb8jmjyzehmrrjoy",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eli heidenreich,RB,PIT,329,exact_name_pos,Eli Heidenreich,,691.4,,exact_name_pos,Eli Heidenreich,169.99,438.0,unmatched,,,unmatched,,,,1,169.99,169.99,169.99,169.99,0.0,-159.01,109.0,ESPN,-159.01
330,81,5,Jonah Coleman,RB,DEN,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbauucaxakkhtxihuvmr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbauucaxakkhtxihuvmr",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jonah coleman,RB,DEN,330,exact_name_pos,Jonah Coleman,168.4,147.9,117.5,exact_name_pos,Jonah Coleman,166.75,181.0,exact_name_pos,Jonah Coleman,129.2,name_inside_cbs,J. Coleman  RB  DEN  Jonah Coleman  RB  DEN,147.07,153.0,4,152.855,156.91,129.2,168.4,39.20000000000002,-177.145,-149.0,Sleeper,-161.6
331,91,5,Will Shipley,RB,PHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvpaepncsdfgzdubkuhg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pvpaepncsdfgzdubkuhg",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,will shipley,RB,PHI,331,exact_name_pos,Will Shipley,,685.8,,exact_name_pos,Will Shipley,170.15,355.0,unmatched,,,unmatched,,,,1,170.15,170.15,170.15,170.15,0.0,-160.85,24.0,ESPN,-160.85
332,78,5,AJ Dillon,RB,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imxxt8yrbrxptoxr1hw5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imxxt8yrbrxptoxr1hw5",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aj dillon,RB,CAR,332,exact_name_pos,AJ Dillon,,688.3,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
333,115,5,Jordan Whittington,WR,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/enqcg1lgjkuk0hqz3qjc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/enqcg1lgjkuk0hqz3qjc",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan whittington,WR,LA,333,exact_name_pos,Jordan Whittington,,647.5,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
334,117,5,Bryce Lance,WR,NO,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lzh0hbhllbouh97ffpp6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lzh0hbhllbouh97ffpp6",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bryce lance,WR,NO,334,exact_name_pos,Bryce Lance,,571.1,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
335,89,5,Najee Harris,RB,NYG,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,najee harris,RB,NYG,335,exact_name_pos,Najee Harris,220.3,657.2,169.8,exact_name_pos,Najee Harris,170.2,240.0,unmatched,,,unmatched,,,,2,195.25,195.25,170.2,220.3,50.10000000000002,-139.75,-95.0,Sleeper,-114.69999999999999
336,84,5,LeQuint Allen Jr.,RB,JAX,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lequint allen,RB,JAX,336,exact_name_pos,LeQuint Allen,,690.0,,exact_name_pos,LeQuint Allen Jr.,170.35,346.0,unmatched,,,unmatched,,,,1,170.35,170.35,170.35,170.35,0.0,-165.65,10.0,ESPN,-165.65
337,79,5,Roschon Johnson,RB,CHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbham6uvckkshpntb8oj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbham6uvckkshpntb8oj",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roschon johnson,RB,CHI,337,exact_name_pos,Roschon Johnson,,670.7,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
338,93,5,Jordan James,RB,SF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/un9cfqnwdzugrcy8caoh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/un9cfqnwdzugrcy8caoh",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan james,RB,SF,338,exact_name_pos,Jordan James,,222.0,,exact_name_pos,Jordan James,170.77,353.0,unmatched,,,name_inside_cbs,J. James  RB  SF  Jordan James  RB  SF,170.02,210.0,2,170.395,170.395,170.02,170.77,0.75,-167.605,15.0,ESPN,-167.23
339,119,5,Makai Lemon,WR,PHI,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ys2i2o7c0bl36xvlrojz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ys2i2o7c0bl36xvlrojz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,makai lemon,WR,PHI,339,exact_name_pos,Makai Lemon,90.0,88.6,,exact_name_pos,Makai Lemon,132.35,144.0,exact_name_pos,Makai Lemon,116.6,name_inside_cbs,M. Lemon  WR  PHI  Makai Lemon  WR  PHI,128.72,130.0,4,116.91749999999999,122.66,90.0,132.35,42.349999999999994,-222.0825,-195.0,ESPN,-206.65
340,120,5,De'Zhaun Stribling,WR,SF,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eu1nxtlztiwr5ko48iwz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eu1nxtlztiwr5ko48iwz",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de zhaun stribling,WR,SF,340,exact_name_pos,De'Zhaun Stribling,137.7,116.4,213.9,exact_name_pos,De'Zhaun Stribling,139.28,151.0,exact_name_pos,De'Zhaun Stribling,109.2,name_inside_cbs,D. Stribling  WR  SF  Shoulder: Questionable for Week 1 at L.A. Rams  De'Zhaun Stribling  WR  SF  Shoulder: Questionable for Week 1 at L.A. Rams,115.14,115.0,4,125.33,126.41999999999999,109.2,139.28,30.08,-214.67000000000002,-189.0,ESPN,-200.72
341,88,5,Corey Kiner,RB,NE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpnamrgzfbytwlzhhyf8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpnamrgzfbytwlzhhyf8",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corey kiner,RB,NE,341,exact_name_pos,Corey Kiner,487.0,695.2,,unmatched,,,,unmatched,,,unmatched,,,,1,487.0,487.0,487.0,487.0,0.0,146.0,,Sleeper,146.0
342,90,5,Isaiah Davis,RB,NYJ,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x6r9a5xhtaklbvnqmtw7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x6r9a5xhtaklbvnqmtw7",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,isaiah davis,RB,NYJ,342,exact_name_pos,Isaiah Davis,,695.4,,exact_name_pos,Isaiah Davis,170.54,344.0,unmatched,,,unmatched,,,,1,170.54,170.54,170.54,170.54,0.0,-171.46,2.0,ESPN,-171.46
343,114,5,Denzel Boston,WR,CLE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denzel boston,WR,CLE,343,exact_name_pos,Denzel Boston,170.1,170.2,153.3,exact_name_pos,Denzel Boston,169.07,215.0,exact_name_pos,Denzel Boston,131.4,name_inside_cbs,D. Boston  WR  CLE  Denzel Boston  WR  CLE,154.7,169.0,4,156.3175,161.885,131.4,170.1,38.69999999999999,-186.6825,-128.0,Sleeper,-172.9
344,118,5,Omar Cooper Jr.,WR,NYJ,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmua2lbg0m77ibvydvaq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lmua2lbg0m77ibvydvaq",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,omar cooper,WR,NYJ,344,exact_name_pos,Omar Cooper,194.9,197.5,150.9,exact_name_pos,Omar Cooper Jr.,171.16,306.0,unmatched,,,unmatched,,,,2,183.03,183.03,171.16,194.9,23.74000000000001,-160.97,-38.0,Sleeper,-149.1
345,80,5,Tahj Brooks,RB,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s89clgkij0ytcmrkdydt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s89clgkij0ytcmrkdydt",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tahj brooks,RB,CIN,345,exact_name_pos,Tahj Brooks,,686.8,,exact_name_pos,Tahj Brooks,170.15,397.0,unmatched,,,unmatched,,,,1,170.15,170.15,170.15,170.15,0.0,-174.85,52.0,ESPN,-174.85
346,85,5,Ronnie Rivers,RB,LA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t9l7jhs1jw1joy8jpxee","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t9l7jhs1jw1joy8jpxee",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ronnie rivers,RB,LA,346,exact_name_pos,Ronnie Rivers,,494.8,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
347,113,5,Ja'Kobi Lane,WR,BAL,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjezd2a8imfrxyv16wuj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjezd2a8imfrxyv16wuj",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ja kobi lane,WR,BAL,347,exact_name_pos,Ja'Kobi Lane,161.8,143.4,168.3,exact_name_pos,Ja'Kobi Lane,168.85,283.0,exact_name_pos,Ja'Kobi Lane,126.9,name_inside_cbs,J. Lane  WR  BAL  Ja'Kobi Lane  WR  BAL,154.29,167.0,4,152.95999999999998,158.04500000000002,126.9,168.85,41.94999999999999,-194.04000000000002,-64.0,ESPN,-178.15
