overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
96,14,2,TreVeyon Henderson,RB,NE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebcjvwytgu2y4kqm8ihv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebcjvwytgu2y4kqm8ihv",91.2,98.496,,,0.0,0.0,1694.0,17.0,0.0,0.0,0.0,0.0,0.0,treveyon henderson,RB,NE,96,exact_name_pos,TreVeyon Henderson,57.2,56.9,39.4,exact_name_pos,TreVeyon Henderson,77.87,66.0,exact_name_pos,TreVeyon Henderson,66.4,name_inside_cbs,T. Henderson  RB  NE  Ankle: Questionable for Week 1 at Seattle  TreVeyon Henderson  RB  NE  Ankle: Questionable for Week 1 at Seattle,72.28,68.0,4,68.4375,69.34,57.2,77.87,20.67,-27.5625,-30.0,ESPN,-18.129999999999995
97,48,4,Mike Evans,WR,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz",91.17070695263274,98.46436350884336,,,0.0,0.0,0.0,0.0,118.0,58.0,702.0,6.0,39.35353476316375,mike evans,WR,SF,97,exact_name_pos,Mike Evans,62.5,62.1,59.5,exact_name_pos,Mike Evans,84.49,68.0,exact_name_pos,Mike Evans,69.2,name_inside_cbs,M. Evans  WR  SF  Groin: Questionable for Week 1 at L.A. Rams  Mike Evans  WR  SF  Groin: Questionable for Week 1 at L.A. Rams,70.69,66.0,4,71.72,69.945,62.5,84.49,21.989999999999995,-25.28,-29.0,ESPN,-12.510000000000005
98,49,4,Jordan Addison,WR,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi4lzk9gvjrvo6rwdf1e","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi4lzk9gvjrvo6rwdf1e",90.28558616851706,97.50843306199845,,,0.0,0.0,0.0,0.0,140.0,74.0,1046.0,5.0,40.96639238104688,jordan addison,WR,MIN,98,exact_name_pos,Jordan Addison,103.4,100.4,98.9,exact_name_pos,Jordan Addison,120.53,130.0,exact_name_pos,Jordan Addison,115.7,name_inside_cbs,J. Addison  WR  MIN  Jordan Addison  WR  MIN,110.45,110.0,4,112.52,113.075,103.4,120.53,17.129999999999995,14.519999999999996,32.0,ESPN,22.53
99,15,2,Quinshon Judkins,RB,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",90.04285714285714,97.24628571428572,,,0.0,0.0,1613.0,14.0,0.0,0.0,0.0,0.0,0.0,quinshon judkins,RB,CLE,99,exact_name_pos,Quinshon Judkins,53.7,49.4,44.8,exact_name_pos,Quinshon Judkins,48.99,40.0,exact_name_pos,Quinshon Judkins,54.4,name_inside_cbs,Q. Judkins  RB  CLE  Quinshon Judkins  RB  CLE,50.26,47.0,4,51.8375,51.980000000000004,48.99,54.4,5.409999999999997,-47.1625,-59.0,Yahoo,-44.6
100,16,2,Chase Brown,RB,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c",89.12857142857143,96.25885714285717,,,0.0,0.0,1969.0,12.0,0.0,0.0,0.0,0.0,0.0,chase brown,RB,CIN,100,exact_name_pos,Chase Brown,16.7,17.8,17.8,exact_name_pos,Chase Brown,17.2,14.0,exact_name_pos,Chase Brown,15.8,name_inside_cbs,C. Brown  RB  CIN  Chase Brown  RB  CIN,12.11,10.0,4,15.4525,16.25,12.11,17.2,5.09,-84.5475,-86.0,ESPN,-82.8
101,22,4,Cam Ward,QB,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo",109.12222222222222,96.02755555555557,,,6286.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cam ward,QB,TEN,101,exact_name_pos,Cam Ward,229.5,230.2,191.2,exact_name_pos,Cam Ward,169.21,320.0,exact_name_pos,Cam Ward,124.3,unmatched,,,,3,174.33666666666667,169.21,124.3,229.5,105.2,73.33666666666667,219.0,Sleeper,128.5
102,17,2,Jaylen Warren,RB,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkiteytgnxar1mpaxcxv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkiteytgnxar1mpaxcxv",88.18571428571428,95.24057142857144,,,0.0,0.0,1903.0,12.0,0.0,0.0,0.0,0.0,0.0,jaylen warren,RB,PIT,102,exact_name_pos,Jaylen Warren,71.4,67.5,51.9,exact_name_pos,Jaylen Warren,87.4,88.0,exact_name_pos,Jaylen Warren,76.3,name_inside_cbs,J. Warren  RB  PIT  Jaylen Warren  RB  PIT,79.51,76.0,4,78.6525,77.905,71.4,87.4,16.0,-23.347499999999997,-14.0,ESPN,-14.599999999999994
103,18,2,Jacory Croskey-Merritt,RB,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61",86.85714285714286,93.8057142857143,,,0.0,0.0,1390.0,14.0,0.0,0.0,0.0,0.0,0.0,jacory croskey merritt,RB,WAS,103,exact_name_pos,Jacory Croskey-Merritt,115.8,98.1,94.8,exact_name_pos,Jacory Croskey-Merritt,135.86,147.0,exact_name_pos,Jacory Croskey-Merritt,107.0,name_inside_cbs,J. Croskey-Merritt  RB  WAS  Lower Body: Questionable for Week 1 at Philadelphia  Jacory Croskey-Merritt  RB  WAS  Lower Body: Questionable for Week 1 at Philadelphia,104.55,103.0,4,115.80250000000001,111.4,104.55,135.86,31.310000000000016,12.802500000000009,44.0,ESPN,32.860000000000014
104,23,4,Tua Tagovailoa,QB,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmm4ohds7qci0vqoobhm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmm4ohds7qci0vqoobhm",106.55555555555556,93.7688888888889,,,5320.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tua tagovailoa,QB,ATL,104,exact_name_pos,Tua Tagovailoa,236.5,258.4,238.8,exact_name_pos,Tua Tagovailoa,170.09,422.0,unmatched,,,unmatched,,,,2,203.29500000000002,203.29500000000002,170.09,236.5,66.41,99.29500000000002,318.0,Sleeper,132.5
105,50,4,Elic Ayomanor,WR,TEN,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjmscqt6v4ecasveugoh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjmscqt6v4ecasveugoh",86.79001732053955,93.73321870618273,,,0.0,0.0,0.0,0.0,166.0,75.0,923.0,7.0,35.45008660269772,elic ayomanor,WR,TEN,105,exact_name_pos,Elic Ayomanor,241.5,699.1,184.8,unmatched,,,,unmatched,,,unmatched,,,,1,241.5,241.5,241.5,241.5,0.0,136.5,,Sleeper,136.5
106,24,4,Joe Burrow,QB,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",105.2777777777778,92.64444444444445,,,3542.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joe burrow,QB,CIN,106,exact_name_pos,Joe Burrow,52.2,53.9,54.0,exact_name_pos,Joe Burrow,53.89,70.0,exact_name_pos,Joe Burrow,50.1,name_inside_cbs,J. Burrow  QB  CIN  Joe Burrow  QB  CIN,51.74,48.0,4,51.9825,51.97,50.1,53.89,3.789999999999999,-54.0175,-36.0,ESPN,-52.11
107,25,4,Jaxson Dart,QB,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",105.2611111111111,92.62977777777778,,,4511.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jaxson dart,QB,NYG,107,exact_name_pos,Jaxson Dart,94.5,104.6,83.6,exact_name_pos,Jaxson Dart,83.2,91.0,exact_name_pos,Jaxson Dart,91.8,name_inside_cbs,J. Dart  QB  NYG  Jaxson Dart  QB  NYG,110.04,109.0,4,94.885,93.15,83.2,110.04,26.840000000000003,-12.114999999999995,-16.0,CBS,3.0400000000000063
108,19,2,Tony Pollard,RB,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mb2xdrqiys6ktlcuah2n","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mb2xdrqiys6ktlcuah2n",85.65714285714286,92.5097142857143,,,0.0,0.0,2146.0,10.0,0.0,0.0,0.0,0.0,0.0,tony pollard,RB,TEN,108,exact_name_pos,Tony Pollard,84.5,78.1,63.4,exact_name_pos,Tony Pollard,88.63,75.0,exact_name_pos,Tony Pollard,85.9,name_inside_cbs,T. Pollard  RB  TEN  Tony Pollard  RB  TEN,77.1,73.0,4,84.0325,85.2,77.1,88.63,11.530000000000001,-23.9675,-33.0,ESPN,-19.370000000000005
109,15,3,Theo Johnson,TE,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fv2jbzlocr1o3ahkru43","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fv2jbzlocr1o3ahkru43",98.3848054726449,92.4817171442862,,,0.0,0.0,0.0,0.0,125.0,77.0,886.0,10.0,21.840694029891196,theo johnson,TE,NYG,109,exact_name_pos,Theo Johnson,232.2,262.8,144.2,exact_name_pos,Theo Johnson,170.11,465.0,unmatched,,,unmatched,,,,2,201.155,201.155,170.11,232.2,62.089999999999975,92.155,356.0,Sleeper,123.19999999999999
110,20,2,Kenneth Walker III,RB,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg",84.1,90.828,,,0.0,0.0,2037.0,10.0,0.0,0.0,0.0,0.0,0.0,kenneth walker,RB,KC,110,exact_name_pos,Kenneth Walker,20.1,17.8,22.7,exact_name_pos,Kenneth Walker III,24.9,28.0,exact_name_pos,Kenneth Walker III,15.5,name_inside_cbs,K. Walker III  RB  KC  Kenneth Walker III  RB  KC,17.22,16.0,4,19.43,18.66,15.5,24.9,9.399999999999999,-90.57,-82.0,ESPN,-85.1
111,26,4,Geno Smith,QB,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a",101.41111111111113,89.24177777777778,,,6050.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,geno smith,QB,NYJ,111,exact_name_pos,Geno Smith,,257.0,,exact_name_pos,Geno Smith,170.04,382.0,unmatched,,,unmatched,,,,1,170.04,170.04,170.04,170.04,0.0,59.03999999999999,271.0,ESPN,59.03999999999999
112,16,3,AJ Barner,TE,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q",94.28401544706313,88.62697452023932,,,0.0,0.0,0.0,0.0,103.0,80.0,753.0,9.0,10.920077235315574,aj barner,TE,SEA,112,exact_name_pos,AJ Barner,182.6,196.2,125.9,exact_name_pos,AJ Barner,169.77,317.0,exact_name_pos,AJ Barner,125.5,name_inside_cbs,A. Barner  TE  SEA  AJ Barner  TE  SEA,167.96,204.0,4,161.4575,168.865,125.5,182.6,57.099999999999994,49.45750000000001,205.0,Sleeper,70.6
113,51,4,Adonai Mitchell,WR,NYJ,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx",81.99479956612551,88.55438353141555,,,0.0,0.0,0.0,0.0,129.0,57.0,754.0,4.0,50.72399783062754,adonai mitchell,WR,NYJ,113,exact_name_pos,Adonai Mitchell,231.0,223.2,162.2,exact_name_pos,Adonai Mitchell,171.22,221.0,unmatched,,,unmatched,,,,2,201.11,201.11,171.22,231.0,59.78,88.11000000000001,108.0,Sleeper,118.0
114,21,3,Ashton Jeanty,RB,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",81.95714285714286,88.51371428571429,,,0.0,0.0,1887.0,10.0,0.0,0.0,0.0,0.0,0.0,ashton jeanty,RB,LV,114,exact_name_pos,Ashton Jeanty,14.0,14.9,11.5,exact_name_pos,Ashton Jeanty,21.72,17.0,exact_name_pos,Ashton Jeanty,17.4,name_inside_cbs,A. Jeanty  RB  LV  Ankle: Questionable for Week 1 vs. Miami  Ashton Jeanty  RB  LV  Ankle: Questionable for Week 1 vs. Miami,21.98,21.0,4,18.775,19.56,14.0,21.98,7.98,-95.225,-97.0,CBS,-92.02
115,52,4,Terry McLaurin,WR,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp",81.71227754305087,88.24925974649494,,,0.0,0.0,0.0,0.0,96.0,58.0,830.0,4.0,39.71523386910049,terry mclaurin,WR,WAS,115,exact_name_pos,Terry McLaurin,56.3,53.7,55.6,exact_name_pos,Terry McLaurin,60.95,51.0,exact_name_pos,Terry McLaurin,54.1,name_inside_cbs,T. McLaurin  WR  WAS  Terry McLaurin  WR  WAS,57.91,58.0,4,57.315,57.105,54.1,60.95,6.850000000000001,-57.685,-64.0,ESPN,-54.05
116,17,3,Mark Andrews,TE,BAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u4xzz7tclch0tpzm9hhz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u4xzz7tclch0tpzm9hhz",93.51742382377726,87.90637839435063,,,0.0,0.0,0.0,0.0,111.0,76.0,669.0,8.0,20.08711911888635,mark andrews,TE,BAL,116,exact_name_pos,Mark Andrews,128.3,122.9,95.9,exact_name_pos,Mark Andrews,126.38,150.0,exact_name_pos,Mark Andrews,113.2,name_inside_cbs,M. Andrews  TE  BAL  Mark Andrews  TE  BAL,118.23,119.0,4,121.5275,122.305,113.2,128.3,15.100000000000009,5.527500000000003,34.0,Sleeper,12.300000000000011
117,22,3,David Montgomery,RB,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg",80.72857142857143,87.18685714285715,,,0.0,0.0,1171.0,13.0,0.0,0.0,0.0,0.0,0.0,david montgomery,RB,HOU,117,exact_name_pos,David Montgomery,47.2,44.0,48.3,exact_name_pos,David Montgomery,61.92,60.0,exact_name_pos,David Montgomery,53.1,name_inside_cbs,D. Montgomery  RB  HOU  David Montgomery  RB  HOU,51.9,49.0,4,53.53,52.5,47.2,61.92,14.719999999999999,-63.47,-57.0,ESPN,-55.08
118,23,3,Rico Dowdle,RB,PIT,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mx2bxccuzmdvzbksypws","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mx2bxccuzmdvzbksypws",80.11428571428571,86.52342857142858,,,0.0,0.0,1968.0,12.0,0.0,0.0,0.0,0.0,0.0,rico dowdle,RB,PIT,118,exact_name_pos,Rico Dowdle,86.2,83.2,65.2,exact_name_pos,Rico Dowdle,95.27,106.0,exact_name_pos,Rico Dowdle,86.5,name_inside_cbs,R. Dowdle  RB  PIT  Rico Dowdle  RB  PIT,80.68,77.0,4,87.16250000000001,86.35,80.68,95.27,14.58999999999999,-30.83749999999999,-12.0,ESPN,-22.730000000000004
119,18,3,Dalton Kincaid,TE,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z7k857flehljboaixj8m","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z7k857flehljboaixj8m",91.26220054557272,85.78646851283835,,,0.0,0.0,0.0,0.0,78.0,64.0,924.0,8.0,28.8110027278636,dalton kincaid,TE,BUF,119,exact_name_pos,Dalton Kincaid,87.6,91.5,81.1,exact_name_pos,Dalton Kincaid,130.84,157.0,exact_name_pos,Dalton Kincaid,97.8,name_inside_cbs,D. Kincaid  TE  BUF  Dalton Kincaid  TE  BUF,117.84,118.0,4,108.52000000000001,107.82,87.6,130.84,43.24000000000001,-10.47999999999999,38.0,ESPN,11.840000000000003
120,24,3,Breece Hall,RB,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh",79.1,85.428,,,0.0,0.0,2107.0,8.0,0.0,0.0,0.0,0.0,0.0,breece hall,RB,NYJ,120,exact_name_pos,Breece Hall,34.1,31.8,27.1,exact_name_pos,Breece Hall,35.89,30.0,exact_name_pos,Breece Hall,34.7,name_inside_cbs,B. Hall  RB  NYJ  Groin: Questionable for Week 1 at Tennessee  Breece Hall  RB  NYJ  Groin: Questionable for Week 1 at Tennessee,40.44,38.0,4,36.2825,35.295,34.1,40.44,6.339999999999996,-83.7175,-90.0,CBS,-79.56
121,19,4,Chig Okonkwo,TE,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk",90.28924222976542,84.8718876959795,,,0.0,0.0,0.0,0.0,138.0,98.0,971.0,4.0,9.02954448216046,chig okonkwo,TE,WAS,121,exact_name_pos,Chig Okonkwo,192.0,192.1,136.9,exact_name_pos,Chig Okonkwo,170.19,315.0,exact_name_pos,Chig Okonkwo,126.5,unmatched,,,,3,162.89666666666668,170.19,126.5,192.0,65.5,41.896666666666675,194.0,Sleeper,71.0
122,20,4,Cade Otton,TE,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7",86.37270936131685,81.19034679963784,,,0.0,0.0,0.0,0.0,139.0,101.0,1034.0,2.0,14.94688013991756,cade otton,TE,TB,122,exact_name_pos,Cade Otton,233.1,246.0,147.5,exact_name_pos,Cade Otton,170.33,369.0,unmatched,,,name_inside_cbs,C. Otton  TE  TB  Cade Otton  TE  TB,166.41,197.0,3,189.9466666666667,170.33,166.41,233.1,66.69,67.94666666666669,247.0,Sleeper,111.1
123,21,4,Brenton Strange,TE,JAX,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/devxzxwf1sfficgncggm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/devxzxwf1sfficgncggm",85.77752626450354,80.63087468863331,,,0.0,0.0,0.0,0.0,108.0,83.0,928.0,5.0,11.554297989184285,brenton strange,TE,JAX,123,exact_name_pos,Brenton Strange,155.2,170.3,103.7,exact_name_pos,Brenton Strange,167.71,274.0,exact_name_pos,Brenton Strange,129.4,name_inside_cbs,B. Strange  TE  JAC  Brenton Strange  TE  JAC,141.58,144.0,4,148.4725,148.39,129.4,167.71,38.31,25.472499999999997,151.0,ESPN,44.71000000000001
124,22,4,Oronde Gadsden II,TE,LAC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs",84.3233292748312,79.26392951834131,,,0.0,0.0,0.0,0.0,125.0,90.0,1234.0,6.0,21.53331304082263,oronde gadsden,TE,LAC,124,exact_name_pos,Oronde Gadsden,142.7,172.4,83.1,exact_name_pos,Oronde Gadsden,170.22,416.0,exact_name_pos,Oronde Gadsden,126.6,unmatched,,,,3,146.50666666666666,142.7,126.6,170.22,43.620000000000005,22.50666666666666,292.0,ESPN,46.22
125,23,4,Sam LaPorta,TE,DET,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu",83.68364090023017,78.66262244621636,,,0.0,0.0,0.0,0.0,83.0,67.0,865.0,6.0,21.584871167817514,sam laporta,TE,DET,125,exact_name_pos,Sam LaPorta,58.8,64.5,79.4,exact_name_pos,Sam LaPorta,73.81,89.0,exact_name_pos,Sam LaPorta,63.2,name_inside_cbs,S. LaPorta  TE  DET  Hip: Questionable for Week 1 vs. New Orleans  Sam LaPorta  TE  DET  Hip: Questionable for Week 1 vs. New Orleans,70.68,65.0,4,66.6225,66.94,58.8,73.81,15.010000000000005,-58.3775,-36.0,ESPN,-51.19
126,53,4,Malik Washington,WR,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28",72.34678989400568,78.13453308552614,,,0.0,0.0,0.0,0.0,103.0,72.0,467.0,4.0,12.0608725469515,malik washington,WR,MIA,126,exact_name_pos,Malik Washington,176.4,179.5,,exact_name_pos,Malik Washington,170.11,308.0,unmatched,,,unmatched,,,,2,173.255,173.255,170.11,176.4,6.289999999999992,47.254999999999995,182.0,Sleeper,50.400000000000006
127,54,4,Jalen Nailor,WR,LV,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb",71.41069194631031,77.12354730201514,,,0.0,0.0,0.0,0.0,74.0,43.0,683.0,7.0,27.01499819309,jalen nailor,WR,LV,127,exact_name_pos,Jalen Nailor,183.5,167.1,197.3,exact_name_pos,Jalen Nailor,171.15,228.0,exact_name_pos,Jalen Nailor,129.2,name_inside_cbs,J. Nailor  WR  LV  Jalen Nailor  WR  LV,171.35,213.0,4,163.79999999999998,171.25,129.2,183.5,54.30000000000001,36.79999999999998,101.0,Sleeper,56.5
128,25,3,J.K. Dobbins,RB,DEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg",71.05714285714285,76.74171428571428,,,0.0,0.0,1544.0,8.0,0.0,0.0,0.0,0.0,0.0,j k dobbins,RB,DEN,128,exact_name_pos,J.K. Dobbins,92.5,85.1,68.3,exact_name_pos,J.K. Dobbins,111.93,122.0,exact_name_pos,J.K. Dobbins,94.9,name_inside_cbs,J. Dobbins  RB  DEN  J.K. Dobbins  RB  DEN,86.75,85.0,4,96.52000000000001,93.7,86.75,111.93,25.180000000000007,-31.47999999999999,-6.0,ESPN,-16.069999999999993
129,55,4,Marquise Brown,WR,PHI,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shkjxggufymydgp6wk3p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shkjxggufymydgp6wk3p",70.72862791976172,76.38691815334266,,,0.0,0.0,0.0,0.0,120.0,78.0,908.0,6.0,28.79698575265473,marquise brown,WR,PHI,129,exact_name_pos,Marquise Brown,,684.9,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
130,56,4,Chimere Dike,WR,TEN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbcpv4931dqmgsu3anvo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbcpv4931dqmgsu3anvo",70.29313349526377,75.91658417488487,,,0.0,0.0,0.0,0.0,122.0,80.0,712.0,7.0,24.19643670708806,chimere dike,WR,TEN,130,exact_name_pos,Chimere Dike,229.4,657.8,174.6,unmatched,,,,unmatched,,,unmatched,,,,1,229.4,229.4,229.4,229.4,0.0,99.4,,Sleeper,99.4
131,24,4,T.J. Hockenson,TE,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",80.31912828043761,75.49998058361135,,,0.0,0.0,0.0,0.0,109.0,85.0,771.0,4.0,12.095641402188033,t j hockenson,TE,MIN,131,exact_name_pos,T.J. Hockenson,165.4,184.8,127.7,exact_name_pos,T.J. Hockenson,151.36,201.0,exact_name_pos,T.J. Hockenson,128.4,name_inside_cbs,T. Hockenson  TE  MIN  T.J. Hockenson  TE  MIN,165.51,194.0,4,152.6675,158.38,128.4,165.51,37.109999999999985,21.66749999999999,70.0,CBS,34.50999999999999
132,25,4,Pat Freiermuth,TE,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7",79.94496021314617,75.1482626003574,,,0.0,0.0,0.0,0.0,75.0,55.0,756.0,6.0,21.974801065730865,pat freiermuth,TE,PIT,132,exact_name_pos,Pat Freiermuth,239.9,230.3,,exact_name_pos,Pat Freiermuth,169.68,301.0,exact_name_pos,Pat Freiermuth,124.4,unmatched,,,,3,177.99333333333334,169.68,124.4,239.9,115.5,45.99333333333334,169.0,Sleeper,107.9
133,27,4,Joe Flacco,QB,CIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dre1d2f2d6dxqohzn5l2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dre1d2f2d6dxqohzn5l2",85.38888888888889,75.14222222222222,,,4930.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joe flacco,QB,CIN,133,exact_name_pos,Joe Flacco,,698.8,,exact_name_pos,Joe Flacco,169.97,454.0,unmatched,,,unmatched,,,,1,169.97,169.97,169.97,169.97,0.0,36.97,321.0,ESPN,36.97
